timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2016-02-09 15:04:56.291	135324771	start_recording
2016-02-09 15:04:56.324	135324804	True	7	1296.4182	484.1801	1265.0635	480.0616	21.51745	1296.4182	484.1801	1265.0635	480.0616	21.5666	0.4326	0.3161	0.0	0.0	0.0	0.0	21.4683	0.6079	0.3187
MSG	2016-02-09 15:04:56.324	135324804	getsubjectID
2016-02-09 15:04:56.358	135324838	True	7	1289.4127	483.9707	1268.1509	480.5523	21.6734	1289.4127	483.9707	1268.1509	480.5523	21.817	0.4326	0.3161	0.0	0.0	0.0	0.0	21.5298	0.6079	0.3187
2016-02-09 15:04:56.402	135324882	True	7	1291.6646	491.0092	1270.9243	481.71	22.2779	1291.6646	491.0092	1270.9243	481.71	22.3167	0.4326	0.3164	0.0	0.0	0.0	0.0	22.2391	0.6079	0.3187
2016-02-09 15:04:56.435	135324915	True	7	1287.175	483.4752	1272.8085	481.9392	22.7237	1287.175	483.4752	1272.8085	481.9392	22.7885	0.4325	0.3162	0.0	0.0	0.0	0.0	22.6589	0.6078	0.3186
2016-02-09 15:04:56.469	135324949	True	7	1280.3196	485.0349	1273.7843	482.2779	23.1141	1280.3196	485.0349	1273.7843	482.2779	23.1594	0.4325	0.3163	0.0	0.0	0.0	0.0	23.0688	0.6079	0.3187
2016-02-09 15:04:56.513	135324993	True	7	1288.7706	484.7707	1275.3562	482.5489	23.2683	1288.7706	484.7707	1275.3562	482.5489	23.2602	0.4325	0.3162	0.0	0.0	0.0	0.0	23.2764	0.6078	0.3188
2016-02-09 15:04:56.546	135325026	True	7	1296.7683	491.5088	1277.3944	483.3402	23.94585	1296.7683	491.5088	1277.3944	483.3402	23.9601	0.4326	0.3163	0.0	0.0	0.0	0.0	23.9316	0.6081	0.3186
2016-02-09 15:04:56.581	135325061	True	7	1269.0403	485.9883	1277.0431	483.6184	24.11975	1269.0403	485.9883	1277.0431	483.6184	24.3062	0.4324	0.3162	0.0	0.0	0.0	0.0	23.9333	0.608	0.3187
2016-02-09 15:04:56.624	135325104	False	4	0.0	0.0	0.0	0.0	11.3545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.709	0.6082	0.3195
2016-02-09 15:04:56.659	135325139	False	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-09 15:04:56.693	135325173	False	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-09 15:04:56.737	135325217	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-09 15:04:56.771	135325251	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
