timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2016-02-10 12:01:31.523	210720003	start_recording
MSG	2016-02-10 12:01:31.523	210720003	getsubjectID
2016-02-10 12:01:31.557	210720037	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.708	210720188	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.742	210720222	False	4	835.0247	419.6482	835.0247	419.6482	10.99605	835.0247	419.6482	892.8439	477.0997	21.9921	0.8709	0.5558	0.0	0.0	596.9213	152.3072	0.0	0.0	0.0
2016-02-10 12:01:31.787	210720267	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.820	210720300	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.853	210720333	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.897	210720377	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.930	210720410	False	4	851.1373	441.9673	843.0913	430.822	10.8545	851.1373	441.9673	878.7844	465.2415	21.709	0.7133	0.5569	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:31.964	210720444	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.007	210720487	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.041	210720521	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.075	210720555	False	7	767.0552	-107.6371	817.6519	250.5915	22.5916	883.7517	331.8836	879.9111	431.487	22.3904	0.3866	0.5708	650.3588	-547.1579	650.3588	-547.1579	22.7928	0.5436	0.5701
2016-02-10 12:01:32.120	210720600	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.153	210720633	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.229	210720709	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.263	210720743	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.295	210720775	False	7	770.0149	-136.5994	798.8434	91.7052	22.975	887.3679	343.2194	887.3679	343.2194	22.8427	0.3868	0.5708	652.6619	-616.4183	655.6747	-594.7092	23.1073	0.5439	0.5701
2016-02-10 12:01:32.340	210720820	False	7	777.2837	-298.9086	777.2837	-298.9086	22.8145	889.1994	329.6466	889.1994	329.6466	22.6983	0.3869	0.5708	665.368	-927.4639	658.1226	-678.7283	22.9307	0.544	0.5701
2016-02-10 12:01:32.373	210720853	False	7	761.2983	-222.0668	761.2983	-222.0668	23.0103	873.9883	355.5788	881.5842	342.6293	22.9417	0.3869	0.5709	648.6084	-799.7125	656.2076	-703.8745	23.0789	0.544	0.5703
2016-02-10 12:01:32.406	210720886	False	7	771.8301	-319.9409	766.5709	-271.0663	23.105	873.472	375.4241	878.8558	353.6294	23.0715	0.387	0.5711	670.1882	-1015.306	670.1882	-1015.306	23.1385	0.5441	0.5702
2016-02-10 12:01:32.449	210720929	False	7	789.3828	-185.4539	774.2162	-242.4906	23.38015	897.2841	411.0836	883.4841	368.1793	23.3896	0.3873	0.5712	681.4816	-781.9915	681.4816	-781.9915	23.3707	0.5444	0.5704
2016-02-10 12:01:32.482	210720962	False	4	437.6678	241.762	689.3636	-120.2992	23.1167	437.6678	241.762	792.9682	342.6429	23.1219	0.3832	0.5691	0.0	0.0	340.3062	-390.497	23.1115	0.5396	0.5686
2016-02-10 12:01:32.526	210721006	False	7	310.997	-3614.1543	612.0448	-828.9886	23.60555	388.5554	-1077.6814	388.5554	-1077.6814	23.018	0.3807	0.5692	233.4386	-6150.6274	303.9539	-2318.0396	24.1931	0.5367	0.5683
2016-02-10 12:01:32.560	210721040	False	7	374.8105	-5959.2744	374.8105	-5959.2744	23.44715	397.5428	-1111.5771	397.5428	-1111.5771	23.1976	0.3806	0.569	352.0783	-10806.9717	315.5262	-4466.0649	23.6967	0.537	0.5684
2016-02-10 12:01:32.593	210721073	False	7	303.298	-3019.4199	303.298	-3019.4199	23.39365	389.4141	-1026.3098	393.4732	-1068.889	23.1305	0.3805	0.5691	217.1819	-5012.5298	295.1825	-4595.4668	23.6568	0.537	0.5683
2016-02-10 12:01:32.628	210721108	False	4	217.004	179.1706	260.0959	-1418.0847	23.40095	217.004	179.1706	334.3932	-651.0282	23.0696	0.3803	0.5689	0.0	0.0	0.0	0.0	23.7323	0.5368	0.5682
2016-02-10 12:01:32.670	210721150	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.747	210721227	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.780	210721260	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-10 12:01:32.814	210721294	False	7	607.5897	-4723.812	405.023	-2786.9407	23.53675	695.3049	-1430.2035	459.2996	-965.4935	23.3385	0.3841	0.5675	519.8746	-8017.4209	452.6915	-6853.3608	23.735	0.5404	0.567
2016-02-10 12:01:32.857	210721337	False	4	419.023	358.1266	408.4689	-2152.8401	24.51755	0.0	0.0	0.0	0.0	24.3598	0.3839	0.5673	419.023	358.1266	441.5351	-4441.2905	24.6753	0.5404	0.5669
2016-02-10 12:01:32.890	210721370	False	4	615.025	247.5872	615.025	247.5872	11.9962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	615.025	247.5872	485.3369	-3250.8901	23.9924	0.5422	0.5673
2016-02-10 12:01:32.924	210721404	False	4	1176.8943	315.5822	1176.8943	315.5822	12.04275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1176.8943	315.5822	626.0643	-2513.3616	24.0855	0.5498	0.5697
2016-02-10 12:01:33.001	210721481	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
